RunID,final_reward,max_reward,time_to_max_reward_sec,total_duration_sec,mean_policy_loss,mean_value_loss,mean_entropy,final_entropy,max_cpu_usage_percent,mean_cpu_usage_percent,max_ram_used_mb,mean_ram_used_mb,mean_cpu_frequency,max_cpu_frequency,max_gpu_usage_percent,mean_gpu_usage_percent,max_vram_used_mb,mean_vram_used_mb,max_game_cpu_usage_percent,mean_game_cpu_usage_percent,max_game_memory_usage_mb,mean_game_memory_usage_mb,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251123-031702,1.546578288078308,1.546578288078308,113.0189437866211,113.0189437866211,0.0253821993246673,0.222195953130722,1.4182787716388705,1.4179902076721191,5.699999809265137,2.703333306312561,10267.3330078125,10205.6,2267.333251953125,2267.333251953125,1.3333333730697632,0.9916666716337204,1113.0,1113.0,0.9143775701522828,0.6339147470891475,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000121,81920,0.00556,0.272,0.935,3.0,linear,True,64,3,simple,,,5,250000,64,12000
20251123-031917,1.1366852521896362,1.1727272272109983,10.440659523010254,37.06415939331055,,,1.418938249349594,1.4189382791519165,3.299999952316284,2.135416656732559,10291.0,10198.333374023438,2267.333251953125,2267.333251953125,1.0,1.0,1113.0,1113.0,0.9746299386024476,0.6057845167815685,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000182,163840,0.003243,0.219,0.927,8.0,linear,False,128,2,simple,,,5,100000,2048,12000
20251123-032004,1.1482175588607788,1.2501959800720217,6.092535018920898,37.80073165893555,,,1.418938234448433,1.418938159942627,4.566666603088379,2.5374999791383743,10290.3330078125,10205.833251953123,2267.333251953125,2267.333251953125,1.0,1.0,1113.0,1113.0,0.8565776944160461,0.6538599468767643,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,6.6e-05,163840,0.001795,0.284,0.907,8.0,constant,True,128,1,simple,,,5,100000,2048,12000
20251123-032052,1.1596986055374146,1.2382066249847412,49.175048828125,53.90878677368164,0.0185241401195526,0.086457721889019,1.418945237994194,1.4189860820770264,4.5333333015441895,2.660416692495346,10265.6669921875,10194.625,2267.333251953125,2267.333251953125,10.5,2.5,1113.0,1113.0,0.7863109707832336,0.6113843992352486,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000188,81920,0.002583,0.203,0.936,4.0,linear,True,256,3,simple,,,5,100000,256,12000
20251123-032155,1.4509553909301758,1.4509553909301758,51.02849197387695,51.02849197387695,0.018218932673335,0.1443306952714919,1.4165776371955872,1.4129663705825806,5.766666889190674,2.781250014901161,10189.0,10165.5,2267.333251953125,2267.333251953125,1.3333333730697632,1.0000000074505806,1113.0,1113.0,0.8216918706893921,0.6375584080815315,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000196,40960,0.001953,0.189,0.939,5.0,constant,False,64,2,simple,,,5,100000,1024,12000
20251123-032256,1.1401869058609009,1.2450292110443115,80.0036849975586,124.70731353759766,0.0174677718430756,0.4043530762195587,1.416550439596176,1.4151402711868286,3.5999999046325684,2.1333333283662794,10188.6669921875,10174.350048828124,2267.333251953125,2267.333251953125,1.6666666269302368,1.0000000029802325,1114.0,1113.975,1.0235800743103027,0.6553082212805748,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,7.4e-05,40960,0.008641,0.123,0.92,5.0,linear,False,32,1,simple,,,5,250000,256,12000
20251123-032521,2.96928334236145,2.96928334236145,69.52843475341797,69.52843475341797,0.025127519853413,0.1646424382925033,1.4195922166109085,1.414400339126587,3.900000095367432,2.6979166716337204,10142.3330078125,10138.291625976562,2267.333251953125,2267.333251953125,1.3333333730697632,1.0416666716337204,1114.0,1114.0,0.7683171629905701,0.5286469236016273,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.00012,20480,0.006944,0.26,0.94,10.0,linear,True,128,3,simple,,,5,100000,1024,12000
20251123-032640,1.5265350341796875,1.5342856645584106,468.6304016113281,648.1541137695312,0.0127604259178042,0.1324063415328661,1.417563426925475,1.415494680404663,5.233333110809326,2.230321280927543,10899.3330078125,10549.668709996236,2267.333251953125,2267.333251953125,8.5,1.0742971925850373,1114.0,1114.0,1.0881341695785522,0.645920495670962,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,4.1e-05,327680,0.009836,0.283,0.917,5.0,linear,False,512,2,simple,,,5,1000000,256,12000
20251123-033738,18.21613121032715,23.35745048522949,241.5979461669922,258.9511108398437,0.0340710662123633,0.8206072446049714,1.3705387958666173,1.3360188007354736,12.600000381469728,3.365040668627111,10135.5,10128.41465796494,2267.333251953125,2267.333251953125,9.5,1.4065040640714692,1114.0,1114.0,1.110639214515686,0.653899271313737,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000123,10240,0.005823,0.202,0.938,5.0,linear,False,256,1,simple,,,5,500000,256,12000
20251123-034211,2.346264362335205,2.346264362335205,54.25057220458984,54.25057220458984,0.03527351655066,0.0659358855336904,1.4149494171142578,1.4089545011520386,4.0333333015441895,2.668750002980232,10154.0,10146.604125976562,2267.333251953125,2267.333251953125,1.3333333730697632,1.0416666716337204,1115.0,1114.5625,0.7913175225257874,0.5666230842471123,0.0,0.0,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000246,20480,0.009447,0.229,0.93,5.0,linear,True,64,3,simple,,,5,100000,1024,12000
